id,text,user_age,platform,toxicity_score,label
2327,That's a cool picture!,10,Facebook,0.23,0
2328,I can't believe how dumb you are.,14,TikTok,0.84,1
2329,Happy birthday! Hope you have a great day.,18,Instagram,0.17,0
2330,Let's meet up this weekend.,14,Twitter,0.13,0
2331,"You're so ugly, no one likes you!",16,Instagram,0.82,1
2332,"Hey, how's your day going?",10,Snapchat,0.01,0
2333,Happy birthday! Hope you have a great day.,15,Twitter,0.11,0
2334,"You're such a loser, go away!",16,Instagram,0.62,1
2335,"Hey, how's your day going?",13,Instagram,0.25,0
2336,Let's meet up this weekend.,18,Twitter,0.28,0
2337,I love your new post!,13,TikTok,0.31,0
2338,I love your new post!,18,TikTok,0.11,0
2339,"You're so ugly, no one likes you!",14,Facebook,0.75,1
2340,Let's meet up this weekend.,15,TikTok,0.04,0
2341,You should just quit social media.,17,Snapchat,0.57,1
2342,I can't believe how dumb you are.,12,Instagram,0.75,1
2343,Let's meet up this weekend.,11,Instagram,0.39,0
2344,Nobody wants to be your friend.,15,Instagram,0.94,1
2345,You should just quit social media.,15,Facebook,0.64,1
2346,"That was a fun game, well played!",11,Twitter,0.29,0
2347,I can't believe how dumb you are.,14,Snapchat,0.65,1
2348,That's a cool picture!,17,Facebook,0.39,0
2349,"Nice post! Just kidding, it's terrible.",17,Twitter,0.83,1
2350,That's a cool picture!,13,TikTok,0.33,0
2351,Let's meet up this weekend.,13,Instagram,0.06,0
2352,You should just quit social media.,18,Instagram,0.84,1
2353,That's a cool picture!,18,Facebook,0.09,0
2354,Let's meet up this weekend.,16,Facebook,0.28,0
2355,You should just quit social media.,14,Twitter,0.78,1
2356,You should just quit social media.,16,TikTok,0.52,1
2357,That's a cool picture!,16,Twitter,0.07,0
2358,You should just quit social media.,15,Snapchat,0.86,1
2359,Nobody wants to be your friend.,17,Instagram,0.77,1
2360,Happy birthday! Hope you have a great day.,10,Facebook,0.13,0
2361,I can't believe how dumb you are.,15,Snapchat,0.57,1
2362,That's a cool picture!,12,Twitter,0.24,0
2363,Good luck on your exam tomorrow!,16,Facebook,0.35,0
2364,"You're so ugly, no one likes you!",14,Snapchat,0.94,1
2365,"Hey, how's your day going?",17,Facebook,0.21,0
2366,Let's meet up this weekend.,15,Snapchat,0.14,0
2367,"That was a fun game, well played!",13,TikTok,0.06,0
2368,Let's meet up this weekend.,11,Facebook,0.1,0
2369,I love your new post!,10,Twitter,0.06,0
2370,Good luck on your exam tomorrow!,12,Snapchat,0.34,0
2371,"You're worthless, just disappear.",13,Instagram,0.68,1
2372,"You're such a loser, go away!",15,Snapchat,0.52,1
2373,Happy birthday! Hope you have a great day.,10,Twitter,0.09,0
2374,I love your new post!,15,Facebook,0.21,0
2375,"Nice post! Just kidding, it's terrible.",16,TikTok,0.64,1
2376,I love your new post!,15,Twitter,0.22,0
2377,"Nice post! Just kidding, it's terrible.",13,Instagram,0.81,1
2378,"Nice post! Just kidding, it's terrible.",18,Instagram,0.53,1
2379,"You're worthless, just disappear.",12,Snapchat,0.8,1
2380,"Hey, how's your day going?",18,Twitter,0.24,0
2381,I love your new post!,12,Facebook,0.01,0
2382,Happy birthday! Hope you have a great day.,11,Snapchat,0.36,0
2383,You should just quit social media.,15,Instagram,0.7,1
2384,"You're so ugly, no one likes you!",10,Facebook,0.65,1
2385,"Nice post! Just kidding, it's terrible.",14,Snapchat,0.7,1
2386,Happy birthday! Hope you have a great day.,14,TikTok,0.06,0
2387,"You're worthless, just disappear.",18,Facebook,0.57,1
2388,"That was a fun game, well played!",17,TikTok,0.36,0
2389,I love your new post!,15,Twitter,0.08,0
2390,"You're such a loser, go away!",15,Facebook,0.51,1
2391,"You're worthless, just disappear.",13,Facebook,0.94,1
2392,I love your new post!,18,Twitter,0.23,0
2393,"Nice post! Just kidding, it's terrible.",17,Facebook,0.7,1
2394,"Hey, how's your day going?",14,TikTok,0.26,0
2395,"You're so ugly, no one likes you!",15,Facebook,0.58,1
2396,Let's meet up this weekend.,16,Snapchat,0.29,0
2397,"You're so ugly, no one likes you!",12,Snapchat,0.68,1
2398,I love your new post!,14,Instagram,0.01,0
2399,I can't believe how dumb you are.,14,Twitter,0.51,1
2400,"That was a fun game, well played!",15,Instagram,0.34,0
2401,I love your new post!,18,Twitter,0.39,0
2402,That's a cool picture!,18,Twitter,0.15,0
2403,"That was a fun game, well played!",11,Snapchat,0.1,0
2404,I can't believe how dumb you are.,13,Instagram,0.55,1
2405,I can't believe how dumb you are.,11,TikTok,0.5,1
2406,I love your new post!,15,Snapchat,0.31,0
2407,Good luck on your exam tomorrow!,10,TikTok,0.34,0
2408,"You're so ugly, no one likes you!",16,Facebook,0.66,1
2409,"You're worthless, just disappear.",10,TikTok,0.63,1
2410,"That was a fun game, well played!",14,Instagram,0.2,0
2411,Nobody wants to be your friend.,12,Snapchat,0.86,1
2412,That's a cool picture!,14,Instagram,0.37,0
2413,Let's meet up this weekend.,18,Facebook,0.03,0
2414,You should just quit social media.,18,TikTok,0.8,1
2415,"You're such a loser, go away!",11,Snapchat,0.66,1
2416,"That was a fun game, well played!",12,Instagram,0.01,0
2417,Happy birthday! Hope you have a great day.,16,Snapchat,0.13,0
2418,I love your new post!,17,Snapchat,0.15,0
2419,Good luck on your exam tomorrow!,11,Facebook,0.02,0
2420,I can't believe how dumb you are.,11,TikTok,0.6,1
2421,That's a cool picture!,10,Instagram,0.15,0
2422,"Hey, how's your day going?",15,Twitter,0.05,0
2423,"That was a fun game, well played!",11,Snapchat,0.0,0
2424,I love your new post!,13,Facebook,0.07,0
2425,I love your new post!,15,Snapchat,0.2,0
2426,"You're so ugly, no one likes you!",10,Facebook,0.73,1
2427,"You're worthless, just disappear.",10,Twitter,0.91,1
2428,"You're such a loser, go away!",15,Facebook,0.95,1
2429,I can't believe how dumb you are.,12,Snapchat,0.78,1
2430,"Hey, how's your day going?",12,Facebook,0.18,0
2431,I love your new post!,17,Instagram,0.14,0
2432,"That was a fun game, well played!",18,Instagram,0.4,0
2433,"Hey, how's your day going?",16,TikTok,0.12,0
2434,Good luck on your exam tomorrow!,17,Instagram,0.11,0
2435,"You're so ugly, no one likes you!",18,Facebook,0.5,1
2436,Let's meet up this weekend.,16,Facebook,0.19,0
2437,"Nice post! Just kidding, it's terrible.",11,TikTok,0.71,1
2438,"That was a fun game, well played!",12,Instagram,0.19,0
2439,That's a cool picture!,14,Twitter,0.2,0
2440,That's a cool picture!,10,Facebook,0.17,0
2441,Happy birthday! Hope you have a great day.,17,Twitter,0.06,0
2442,Nobody wants to be your friend.,16,Facebook,0.84,1
2443,Happy birthday! Hope you have a great day.,12,Instagram,0.39,0
2444,"You're so ugly, no one likes you!",17,Facebook,0.85,1
2445,Nobody wants to be your friend.,11,TikTok,0.55,1
2446,You should just quit social media.,14,Twitter,0.74,1
2447,"You're such a loser, go away!",16,Snapchat,0.51,1
2448,Nobody wants to be your friend.,12,Facebook,0.7,1
2449,I love your new post!,15,Snapchat,0.33,0
2450,"Nice post! Just kidding, it's terrible.",12,Instagram,0.83,1
2451,Nobody wants to be your friend.,11,TikTok,0.78,1
2452,"Hey, how's your day going?",15,Twitter,0.03,0
2453,Nobody wants to be your friend.,15,Instagram,0.81,1
2454,You should just quit social media.,15,Snapchat,0.99,1
2455,Happy birthday! Hope you have a great day.,11,Twitter,0.26,0
2456,Happy birthday! Hope you have a great day.,15,Instagram,0.26,0
2457,Let's meet up this weekend.,10,Twitter,0.16,0
2458,I love your new post!,14,Facebook,0.34,0
2459,"You're such a loser, go away!",14,TikTok,0.53,1
2460,"Nice post! Just kidding, it's terrible.",16,Facebook,0.66,1
2461,Happy birthday! Hope you have a great day.,11,Snapchat,0.26,0
2462,"Nice post! Just kidding, it's terrible.",17,Snapchat,0.88,1
2463,"That was a fun game, well played!",11,Facebook,0.1,0
2464,Let's meet up this weekend.,17,TikTok,0.13,0
2465,Happy birthday! Hope you have a great day.,17,Instagram,0.35,0
2466,You should just quit social media.,15,Instagram,0.63,1
2467,I love your new post!,11,Facebook,0.26,0
2468,"Nice post! Just kidding, it's terrible.",17,TikTok,0.63,1
2469,"Nice post! Just kidding, it's terrible.",11,Instagram,0.55,1
2470,"You're worthless, just disappear.",17,Twitter,0.65,1
2471,"Nice post! Just kidding, it's terrible.",13,Instagram,0.68,1
2472,You should just quit social media.,16,Instagram,0.65,1
2473,"Nice post! Just kidding, it's terrible.",11,Instagram,0.76,1
2474,"You're so ugly, no one likes you!",18,Instagram,0.52,1
2475,I love your new post!,18,Twitter,0.06,0
2476,"That was a fun game, well played!",16,Twitter,0.33,0
2477,Nobody wants to be your friend.,13,TikTok,0.87,1
2478,"You're worthless, just disappear.",18,Instagram,0.77,1
2479,I love your new post!,18,Twitter,0.18,0
2480,You should just quit social media.,10,Instagram,0.7,1
2481,That's a cool picture!,14,Snapchat,0.3,0
2482,"Hey, how's your day going?",13,Snapchat,0.34,0
2483,Nobody wants to be your friend.,11,Twitter,0.57,1
2484,You should just quit social media.,12,Twitter,0.64,1
2485,You should just quit social media.,17,TikTok,0.79,1
2486,That's a cool picture!,10,Twitter,0.35,0
2487,"Nice post! Just kidding, it's terrible.",13,TikTok,0.91,1
2488,Nobody wants to be your friend.,18,Twitter,0.65,1
2489,Good luck on your exam tomorrow!,13,Instagram,0.15,0
2490,"Hey, how's your day going?",10,Snapchat,0.28,0
2491,I love your new post!,17,TikTok,0.23,0
2492,That's a cool picture!,18,Twitter,0.07,0
2493,"Nice post! Just kidding, it's terrible.",17,Twitter,0.66,1
2494,"That was a fun game, well played!",12,TikTok,0.27,0
2495,That's a cool picture!,17,Facebook,0.03,0
2496,"You're such a loser, go away!",17,Twitter,0.59,1
2497,Good luck on your exam tomorrow!,18,Twitter,0.01,0
2498,Good luck on your exam tomorrow!,10,Twitter,0.04,0
2499,Good luck on your exam tomorrow!,13,Facebook,0.21,0
2500,That's a cool picture!,12,Facebook,0.15,0
2501,That's a cool picture!,13,Snapchat,0.08,0
2502,"You're such a loser, go away!",11,Twitter,0.69,1
2503,"Nice post! Just kidding, it's terrible.",10,Facebook,0.54,1
2504,"You're worthless, just disappear.",15,TikTok,0.82,1
2505,"That was a fun game, well played!",18,Instagram,0.37,0
2506,That's a cool picture!,14,Facebook,0.23,0
2507,I can't believe how dumb you are.,17,TikTok,0.99,1
2508,That's a cool picture!,10,Instagram,0.24,0
2509,Nobody wants to be your friend.,10,Instagram,0.61,1
2510,Good luck on your exam tomorrow!,15,Facebook,0.03,0
2511,You should just quit social media.,11,Twitter,0.87,1
2512,"You're worthless, just disappear.",10,Instagram,0.8,1
2513,Happy birthday! Hope you have a great day.,16,TikTok,0.18,0
2514,I can't believe how dumb you are.,14,Snapchat,0.67,1
2515,"That was a fun game, well played!",12,Snapchat,0.22,0
2516,Let's meet up this weekend.,10,Twitter,0.17,0
2517,I love your new post!,17,Facebook,0.17,0
2518,"You're such a loser, go away!",13,Instagram,0.91,1
2519,You should just quit social media.,13,Facebook,0.96,1
2520,I love your new post!,17,TikTok,0.33,0
2521,Happy birthday! Hope you have a great day.,17,Instagram,0.01,0
2522,"Nice post! Just kidding, it's terrible.",17,TikTok,0.89,1
2523,"You're worthless, just disappear.",13,Facebook,0.84,1
2524,That's a cool picture!,17,Facebook,0.3,0
2525,"You're such a loser, go away!",15,Snapchat,0.52,1
2526,"That was a fun game, well played!",17,Facebook,0.1,0
2527,"You're so ugly, no one likes you!",11,Twitter,0.88,1
2528,"You're so ugly, no one likes you!",12,Facebook,0.84,1
2529,"You're such a loser, go away!",11,TikTok,0.96,1
2530,That's a cool picture!,18,Snapchat,0.01,0
2531,"Nice post! Just kidding, it's terrible.",17,Facebook,0.64,1
2532,"Hey, how's your day going?",12,TikTok,0.36,0
2533,"That was a fun game, well played!",15,Facebook,0.15,0
2534,Nobody wants to be your friend.,17,Twitter,0.92,1
2535,Good luck on your exam tomorrow!,14,Facebook,0.02,0
2536,Nobody wants to be your friend.,16,Facebook,0.8,1
2537,"You're worthless, just disappear.",14,Facebook,0.54,1
2538,Nobody wants to be your friend.,17,Twitter,0.86,1
2539,"You're so ugly, no one likes you!",10,Instagram,0.77,1
2540,"Nice post! Just kidding, it's terrible.",10,Twitter,0.92,1
2541,I can't believe how dumb you are.,14,Twitter,0.88,1
2542,You should just quit social media.,16,Snapchat,0.87,1
2543,I love your new post!,10,Snapchat,0.34,0
2544,"Nice post! Just kidding, it's terrible.",12,Facebook,0.91,1
2545,I can't believe how dumb you are.,14,Twitter,0.7,1
2546,You should just quit social media.,11,Facebook,0.73,1
2547,"You're so ugly, no one likes you!",15,Facebook,0.77,1
2548,"That was a fun game, well played!",17,Facebook,0.28,0
2549,"You're worthless, just disappear.",17,Snapchat,0.76,1
2550,"You're so ugly, no one likes you!",18,Snapchat,0.83,1
2551,"You're such a loser, go away!",18,Facebook,0.88,1
2552,"Hey, how's your day going?",18,Twitter,0.17,0
2553,"You're such a loser, go away!",12,TikTok,0.76,1
2554,"Nice post! Just kidding, it's terrible.",16,Snapchat,0.65,1
2555,You should just quit social media.,13,Facebook,0.6,1
2556,I love your new post!,11,TikTok,0.3,0
2557,"You're worthless, just disappear.",10,Facebook,0.93,1
2558,That's a cool picture!,12,Twitter,0.25,0
2559,Good luck on your exam tomorrow!,10,Snapchat,0.37,0
2560,"Hey, how's your day going?",12,Instagram,0.29,0
2561,I can't believe how dumb you are.,15,Snapchat,0.66,1
2562,"Nice post! Just kidding, it's terrible.",15,Twitter,0.53,1
2563,I can't believe how dumb you are.,12,Snapchat,0.56,1
2564,"That was a fun game, well played!",15,Twitter,0.04,0
2565,Happy birthday! Hope you have a great day.,12,Facebook,0.14,0
2566,"You're so ugly, no one likes you!",13,TikTok,0.56,1
2567,I can't believe how dumb you are.,18,Facebook,0.9,1
2568,I love your new post!,15,TikTok,0.2,0
2569,I can't believe how dumb you are.,11,Instagram,1.0,1
2570,That's a cool picture!,11,Snapchat,0.05,0
2571,"Nice post! Just kidding, it's terrible.",14,Instagram,0.55,1
2572,"You're such a loser, go away!",12,TikTok,0.6,1
2573,That's a cool picture!,16,Facebook,0.37,0
2574,That's a cool picture!,12,TikTok,0.07,0
2575,You should just quit social media.,12,Instagram,0.57,1
2576,Happy birthday! Hope you have a great day.,18,Instagram,0.19,0
2577,"Nice post! Just kidding, it's terrible.",13,Snapchat,0.98,1
2578,"You're so ugly, no one likes you!",14,TikTok,0.55,1
2579,"You're worthless, just disappear.",10,Snapchat,0.73,1
2580,"That was a fun game, well played!",17,Instagram,0.15,0
2581,That's a cool picture!,10,Snapchat,0.23,0
2582,You should just quit social media.,15,Instagram,0.59,1
2583,"Nice post! Just kidding, it's terrible.",15,Snapchat,0.77,1
2584,"That was a fun game, well played!",16,Snapchat,0.34,0
2585,Good luck on your exam tomorrow!,16,TikTok,0.34,0
2586,"Nice post! Just kidding, it's terrible.",11,TikTok,0.58,1
2587,You should just quit social media.,11,TikTok,0.93,1
2588,You should just quit social media.,14,Facebook,0.94,1
2589,Happy birthday! Hope you have a great day.,18,Instagram,0.14,0
2590,"That was a fun game, well played!",17,TikTok,0.27,0
2591,Good luck on your exam tomorrow!,11,Snapchat,0.23,0
2592,"Hey, how's your day going?",12,Instagram,0.12,0
2593,You should just quit social media.,15,TikTok,0.55,1
2594,"You're so ugly, no one likes you!",10,Instagram,0.96,1
2595,That's a cool picture!,16,Twitter,0.36,0
2596,You should just quit social media.,13,Instagram,0.62,1
2597,"That was a fun game, well played!",13,TikTok,0.09,0
2598,I can't believe how dumb you are.,10,Facebook,0.69,1
2599,You should just quit social media.,15,Snapchat,0.9,1
2600,"Hey, how's your day going?",15,Twitter,0.04,0
2601,I can't believe how dumb you are.,11,Instagram,0.56,1
2602,Nobody wants to be your friend.,12,Facebook,0.51,1
2603,"Nice post! Just kidding, it's terrible.",10,Instagram,0.85,1
2604,"Hey, how's your day going?",17,Facebook,0.34,0
2605,"Nice post! Just kidding, it's terrible.",18,Twitter,0.61,1
2606,"You're such a loser, go away!",16,Instagram,0.83,1
2607,"Hey, how's your day going?",15,Instagram,0.18,0
2608,"You're worthless, just disappear.",10,TikTok,0.61,1
2609,"That was a fun game, well played!",15,Twitter,0.22,0
2610,"You're so ugly, no one likes you!",14,Twitter,0.83,1
2611,"You're such a loser, go away!",14,Twitter,0.61,1
2612,"You're so ugly, no one likes you!",15,TikTok,0.86,1
2613,Happy birthday! Hope you have a great day.,17,Snapchat,0.39,0
2614,"You're so ugly, no one likes you!",17,Snapchat,0.83,1
2615,"You're worthless, just disappear.",10,TikTok,0.55,1
2616,Nobody wants to be your friend.,12,TikTok,0.7,1
2617,I can't believe how dumb you are.,11,Twitter,0.96,1
2618,I love your new post!,12,Instagram,0.32,0
2619,"You're such a loser, go away!",12,TikTok,0.52,1
2620,Let's meet up this weekend.,16,Instagram,0.4,0
2621,You should just quit social media.,13,Facebook,0.96,1
2622,"You're so ugly, no one likes you!",16,Twitter,0.88,1
2623,I can't believe how dumb you are.,12,Snapchat,0.71,1
2624,Happy birthday! Hope you have a great day.,13,Snapchat,0.09,0
2625,I can't believe how dumb you are.,10,Instagram,0.73,1
2626,"That was a fun game, well played!",15,Snapchat,0.36,0
2627,"You're worthless, just disappear.",17,Facebook,0.87,1
2628,"You're worthless, just disappear.",11,Snapchat,0.63,1
2629,I love your new post!,14,Snapchat,0.35,0
2630,You should just quit social media.,12,Facebook,0.9,1
2631,That's a cool picture!,10,Twitter,0.4,0
2632,You should just quit social media.,13,Snapchat,0.55,1
2633,Nobody wants to be your friend.,18,Twitter,0.74,1
2634,I love your new post!,16,TikTok,0.11,0
2635,"You're worthless, just disappear.",10,TikTok,0.73,1
2636,"You're so ugly, no one likes you!",10,Instagram,0.51,1
2637,Good luck on your exam tomorrow!,17,TikTok,0.17,0
2638,Nobody wants to be your friend.,16,TikTok,0.65,1
2639,I can't believe how dumb you are.,18,Snapchat,0.82,1
2640,"You're worthless, just disappear.",16,Twitter,0.87,1
2641,"Nice post! Just kidding, it's terrible.",10,Snapchat,0.56,1
2642,I can't believe how dumb you are.,12,Snapchat,0.52,1
2643,"That was a fun game, well played!",13,Snapchat,0.0,0
2644,That's a cool picture!,15,Instagram,0.23,0
2645,Happy birthday! Hope you have a great day.,12,Twitter,0.38,0
2646,That's a cool picture!,17,TikTok,0.3,0
2647,"You're such a loser, go away!",13,Facebook,0.84,1
2648,Nobody wants to be your friend.,14,Facebook,0.68,1
2649,"Nice post! Just kidding, it's terrible.",10,Snapchat,0.68,1
2650,You should just quit social media.,14,Snapchat,0.53,1
2651,"You're such a loser, go away!",15,Twitter,0.55,1
2652,I can't believe how dumb you are.,15,Facebook,0.88,1
2653,You should just quit social media.,10,TikTok,0.83,1
2654,I love your new post!,13,Twitter,0.28,0
2655,I can't believe how dumb you are.,12,Instagram,0.61,1
2656,You should just quit social media.,13,Twitter,0.98,1
2657,"Hey, how's your day going?",12,Instagram,0.33,0
2658,I love your new post!,18,Snapchat,0.34,0
2659,You should just quit social media.,14,Snapchat,0.85,1
2660,I can't believe how dumb you are.,13,TikTok,0.89,1
2661,"Nice post! Just kidding, it's terrible.",17,TikTok,0.86,1
2662,I can't believe how dumb you are.,14,Twitter,0.65,1
2663,Good luck on your exam tomorrow!,15,TikTok,0.17,0
2664,You should just quit social media.,14,Instagram,0.78,1
2665,"You're such a loser, go away!",18,Snapchat,0.69,1
2666,That's a cool picture!,14,Facebook,0.13,0
2667,I love your new post!,13,Twitter,0.02,0
2668,That's a cool picture!,17,Instagram,0.1,0
2669,I can't believe how dumb you are.,10,Snapchat,0.95,1
2670,"You're worthless, just disappear.",18,Instagram,0.73,1
2671,Good luck on your exam tomorrow!,15,TikTok,0.06,0
2672,"You're worthless, just disappear.",17,Twitter,0.87,1
2673,"Hey, how's your day going?",15,Instagram,0.24,0
2674,I can't believe how dumb you are.,16,TikTok,0.95,1
2675,"You're so ugly, no one likes you!",13,Snapchat,0.57,1
2676,I can't believe how dumb you are.,11,Snapchat,0.73,1
2677,"That was a fun game, well played!",16,Facebook,0.17,0
2678,Let's meet up this weekend.,12,Facebook,0.27,0
2679,Good luck on your exam tomorrow!,13,TikTok,0.26,0
2680,Good luck on your exam tomorrow!,14,Facebook,0.01,0
2681,Let's meet up this weekend.,17,Facebook,0.06,0
2682,Happy birthday! Hope you have a great day.,16,Twitter,0.22,0
2683,"Hey, how's your day going?",11,Facebook,0.07,0
2684,That's a cool picture!,16,Twitter,0.12,0
2685,"You're worthless, just disappear.",15,Snapchat,0.64,1
2686,"You're so ugly, no one likes you!",16,Facebook,0.84,1
2687,"Nice post! Just kidding, it's terrible.",13,Facebook,0.83,1
2688,Nobody wants to be your friend.,15,TikTok,0.87,1
2689,"You're such a loser, go away!",18,Instagram,0.5,1
2690,I can't believe how dumb you are.,13,Facebook,0.91,1
2691,Nobody wants to be your friend.,17,Facebook,0.67,1
2692,Let's meet up this weekend.,12,TikTok,0.2,0
2693,"Hey, how's your day going?",11,Facebook,0.22,0
2694,Let's meet up this weekend.,16,Twitter,0.39,0
2695,You should just quit social media.,16,TikTok,0.93,1
2696,That's a cool picture!,14,Twitter,0.02,0
2697,Good luck on your exam tomorrow!,15,Twitter,0.02,0
2698,I can't believe how dumb you are.,15,TikTok,0.81,1
2699,"You're so ugly, no one likes you!",15,TikTok,0.93,1
2700,I love your new post!,16,Snapchat,0.19,0
2701,I can't believe how dumb you are.,18,Facebook,0.87,1
2702,I love your new post!,11,Twitter,0.24,0
2703,Nobody wants to be your friend.,16,Facebook,0.94,1
2704,That's a cool picture!,13,Facebook,0.05,0
2705,"You're so ugly, no one likes you!",11,Snapchat,1.0,1
2706,Happy birthday! Hope you have a great day.,12,TikTok,0.07,0
2707,Good luck on your exam tomorrow!,10,Instagram,0.31,0
2708,"Hey, how's your day going?",12,Facebook,0.07,0
2709,"That was a fun game, well played!",17,Instagram,0.36,0
2710,Happy birthday! Hope you have a great day.,10,Facebook,0.0,0
2711,"That was a fun game, well played!",11,Facebook,0.36,0
2712,"Hey, how's your day going?",18,TikTok,0.29,0
2713,I love your new post!,14,Twitter,0.01,0
2714,That's a cool picture!,15,Snapchat,0.09,0
2715,That's a cool picture!,18,TikTok,0.11,0
2716,"You're so ugly, no one likes you!",18,Twitter,0.52,1
2717,You should just quit social media.,13,Instagram,0.82,1
2718,I love your new post!,10,Twitter,0.29,0
2719,I can't believe how dumb you are.,16,Instagram,0.6,1
2720,"You're such a loser, go away!",16,Instagram,0.63,1
2721,You should just quit social media.,17,Instagram,0.82,1
2722,"You're so ugly, no one likes you!",14,Snapchat,0.96,1
2723,"You're so ugly, no one likes you!",17,Twitter,0.82,1
2724,Let's meet up this weekend.,15,Twitter,0.3,0
2725,I love your new post!,15,Instagram,0.11,0
2726,"Nice post! Just kidding, it's terrible.",18,Instagram,0.87,1
2727,Good luck on your exam tomorrow!,17,Snapchat,0.18,0
2728,"Nice post! Just kidding, it's terrible.",10,TikTok,0.56,1
2729,Happy birthday! Hope you have a great day.,15,Facebook,0.23,0
2730,I can't believe how dumb you are.,12,TikTok,0.61,1
2731,"That was a fun game, well played!",15,Twitter,0.05,0
2732,You should just quit social media.,11,TikTok,0.58,1
2733,Good luck on your exam tomorrow!,16,Facebook,0.03,0
2734,"That was a fun game, well played!",12,Facebook,0.23,0
2735,Good luck on your exam tomorrow!,16,TikTok,0.28,0
2736,I can't believe how dumb you are.,17,Instagram,0.63,1
2737,Good luck on your exam tomorrow!,16,TikTok,0.32,0
2738,"That was a fun game, well played!",10,Snapchat,0.06,0
2739,"You're worthless, just disappear.",11,Facebook,0.87,1
2740,Nobody wants to be your friend.,13,Twitter,0.81,1
2741,"Hey, how's your day going?",12,Instagram,0.01,0
2742,You should just quit social media.,13,Snapchat,0.85,1
2743,"You're so ugly, no one likes you!",13,Facebook,0.93,1
2744,"You're such a loser, go away!",18,TikTok,0.67,1
2745,"That was a fun game, well played!",12,Instagram,0.19,0
2746,"Nice post! Just kidding, it's terrible.",11,Twitter,0.92,1
2747,"You're so ugly, no one likes you!",15,Twitter,0.72,1
2748,"You're such a loser, go away!",18,Facebook,0.6,1
2749,Nobody wants to be your friend.,16,Twitter,0.81,1
2750,Let's meet up this weekend.,16,Instagram,0.33,0
2751,That's a cool picture!,18,Twitter,0.26,0
2752,Nobody wants to be your friend.,12,Instagram,0.7,1
2753,I can't believe how dumb you are.,15,Snapchat,0.77,1
2754,Good luck on your exam tomorrow!,16,TikTok,0.06,0
2755,Let's meet up this weekend.,17,Twitter,0.16,0
2756,You should just quit social media.,14,Snapchat,0.96,1
2757,"Hey, how's your day going?",12,Snapchat,0.15,0
2758,I love your new post!,10,Twitter,0.33,0
2759,"That was a fun game, well played!",16,Twitter,0.13,0
2760,"That was a fun game, well played!",18,Instagram,0.37,0
2761,I can't believe how dumb you are.,15,TikTok,0.75,1
2762,"Nice post! Just kidding, it's terrible.",10,Facebook,0.63,1
2763,I can't believe how dumb you are.,10,Twitter,0.6,1
2764,Happy birthday! Hope you have a great day.,10,TikTok,0.14,0
2765,That's a cool picture!,17,TikTok,0.23,0
2766,That's a cool picture!,14,Instagram,0.25,0
2767,That's a cool picture!,17,Facebook,0.14,0
2768,I love your new post!,13,Instagram,0.24,0
2769,I can't believe how dumb you are.,10,Twitter,0.97,1
2770,Nobody wants to be your friend.,17,Instagram,0.85,1
2771,I love your new post!,15,Facebook,0.24,0
2772,"That was a fun game, well played!",13,TikTok,0.26,0
2773,Happy birthday! Hope you have a great day.,13,TikTok,0.0,0
2774,Nobody wants to be your friend.,15,Instagram,0.54,1
2775,"You're so ugly, no one likes you!",15,Twitter,0.96,1
2776,I love your new post!,15,Instagram,0.21,0
2777,"Hey, how's your day going?",17,TikTok,0.08,0
2778,"You're worthless, just disappear.",17,TikTok,0.81,1
2779,"That was a fun game, well played!",17,Instagram,0.3,0
2780,"You're worthless, just disappear.",11,TikTok,0.99,1
2781,"Hey, how's your day going?",13,Facebook,0.18,0
2782,"That was a fun game, well played!",17,Snapchat,0.01,0
2783,"You're so ugly, no one likes you!",13,Snapchat,0.88,1
2784,Let's meet up this weekend.,10,Facebook,0.04,0
2785,I can't believe how dumb you are.,16,Snapchat,0.75,1
2786,Good luck on your exam tomorrow!,14,Snapchat,0.01,0
2787,You should just quit social media.,17,TikTok,0.53,1
2788,That's a cool picture!,10,Facebook,0.13,0
2789,I can't believe how dumb you are.,12,Facebook,0.88,1
2790,Let's meet up this weekend.,15,Snapchat,0.23,0
2791,"That was a fun game, well played!",11,Instagram,0.39,0
2792,Nobody wants to be your friend.,11,TikTok,0.66,1
2793,"That was a fun game, well played!",14,TikTok,0.4,0
2794,Good luck on your exam tomorrow!,10,Instagram,0.04,0
2795,You should just quit social media.,11,Twitter,0.67,1
2796,I love your new post!,13,Instagram,0.35,0
2797,"You're so ugly, no one likes you!",14,TikTok,0.72,1
2798,You should just quit social media.,17,TikTok,0.61,1
2799,You should just quit social media.,16,Twitter,0.83,1
2800,"You're worthless, just disappear.",17,Twitter,0.56,1
2801,I can't believe how dumb you are.,13,Facebook,0.97,1
2802,"That was a fun game, well played!",10,Instagram,0.39,0
2803,"That was a fun game, well played!",10,Snapchat,0.29,0
2804,"Hey, how's your day going?",12,Snapchat,0.21,0
2805,I can't believe how dumb you are.,15,Instagram,0.99,1
2806,You should just quit social media.,13,Facebook,0.67,1
2807,Nobody wants to be your friend.,14,Twitter,0.84,1
2808,"You're worthless, just disappear.",18,Facebook,0.88,1
2809,Nobody wants to be your friend.,15,Snapchat,0.61,1
2810,You should just quit social media.,12,Instagram,0.65,1
2811,"You're so ugly, no one likes you!",16,Twitter,0.97,1
2812,"Hey, how's your day going?",14,Snapchat,0.17,0
2813,"That was a fun game, well played!",12,Snapchat,0.2,0
2814,Let's meet up this weekend.,15,TikTok,0.13,0
